concepto,prefLabel,writtenRep
plats_a_la_carta_C2179,Plats a la carta. Entrants i amanides,"cebes tendres a la planxa, junge Zwiebeln vom Blech, grilled spring onions, cebolletas a la plancha, ciboulettes grillées, cipolle novelle alla piastra"
plats_a_la_carta_C218,Plats a la carta. Entrants i amanides,"amanida de cinc enciams amb caramels cruixents de formatge de cabra, fruites vermelles i vinagreta, Salat mit fünf Blattsalaten und Knusperbonbons mit Ziegenkäse, roten Beeren und Vinaigrette, five lettuces salad with crunchy goat cheese sweets, red berries and vinaigrette, ensalada de cinco lechugas con caramelos crujientes de queso de cabra, frutos rojos y vinagreta, salade aux cinq laitues avec bonbons croustillants de fromage de chèvre et fruits rouges à la vinaigrette, insalata alle cinque lattughe con caramelle croccanti di formaggio di capra, frutti rossi e vinaigrette"
plats_a_la_carta_C2180,Plats a la carta. Peix i marisc,"cebiche de bacallà, Stockfischcebiche, cod cebiche, cebiche de bacalao, cebiche de morue, cebiche di baccalà"
plats_a_la_carta_C2181,Plats a la carta. Peix i marisc,"cebiche de llagostins amb guacamole i pètals de tomàquet, Garnelencebiche mit Guacamole und Tomatenblättchen, prawns cebiche with guacamole and tomato petals, cebiche de langostinos con guacamole y pétalos de tomate, cebiche de crevettes au guacamole et aux pétales de tomate, cebiche di mazzancolle con guacamole e petali di pomodoro"
plats_a_la_carta_C2182,"Plats a la carta. Embotits, carns fredes i patés","cecina, Cecina (gedörrtes Rindfleisch), cecina (dried beef), cecina, cecina (viande de bovin séchée), cecina (carne di bovino essiccata)"
plats_a_la_carta_C2183,"Plats a la carta. Embotits, carns fredes i patés","cecina de cérvol, Cecina vom Hirsch (Dörrfleisch), deer cecina (dried meat), cecina de ciervo, cecina de biche (viande séchée), cecina di cervo (carne essiccata)"
plats_a_la_carta_C2184,Plats a la carta. Entrants i amanides,"cecina de Lleó, Cecina aus León (gedörrtes Rindfleisch), cecina from León (dried beef), cecina de León, cecina de León (viande séchée de bovin), cecina di León (carne di manzo essiccata)"
plats_a_la_carta_C2185,Plats a la carta. Entrants i amanides,"ceps i llagostins saltats, sautierte Steinpilze und Garnelen, sautéed wild mushrooms and prawns, setas de Burdeos y langostinos salteados, cèpes et crevettes sautés, fungui porcini e mazzancolle saltati"
plats_a_la_carta_C2186,Plats a la carta. Entrants i amanides,"ceps saltats amb fons de patates confitades, sautierte Steinpilze auf konfitierten Kartoffeln, sautéed wild mushrooms on potatoes preserve, setas de Burdeos salteadas con fondo de patatas confitadas, cèpes sautés sur fond de pommes de terre confites, fungui porcini saltati su fondo di patate confit"
plats_a_la_carta_C2187,"Plats a la carta. Verdures, hortalisses i llegums","ceps saltats amb fons de poma a la planxa i encenalls de foie-gras, sautierte Steinpilze auf Bratapfelfond mit Foie-Gras-Streifen, sautéed wild mushrooms on bed of grilled apple with foie gras shavings, setas de Burdeos salteadas con fondo de manzana a la plancha y virutas de foie gras, cèpes sautés sur fond de pomme grillé et aux copeaux de foie gras, porcini salatati su letto di mela alla piastra e scaglie di foie gras"
plats_a_la_carta_C2188,Plats a la carta. Carn,"cervells arrebossats, paniertes Hirn, brains in batter, sesos rebozados, cervelles panées, cervella infarinate"
plats_a_la_carta_C2189,Plats a la carta. Carn,"cervells de xai, Lammhirn, lamb brains, sesos de cordero, cervelles d'agneau, cervella d'agnello"
plats_a_la_carta_C219,Plats a la carta. Entrants i amanides,"amanida de cítrics i tofu marinat amb pesto de fruita seca, Salat mit Zitrusfrüchten und mariniertem Tofu mit Trockenfrüchtepesto, citrus fruit salad and tofu marinated with a dried fruit and nut pesto, ensalada de cítricos y tofu marinado con pesto de frutos secos, salade d'agrumes et de tofu mariné au pesto de fruits secs, insalata di agrumi e tofu marinato con pesto di frutti secchi"
plats_a_la_carta_C2190,Plats a la carta. Begudes,"cervesa, Bier, beer, cerveza, bière, birra"
plats_a_la_carta_C2191,Plats a la carta. Begudes,"cervesa aromatitzada amb tequila, Bier mit Tequilaaroma, beer flavored with tequila, cerveza aromatizada con tequila, bière aromatisée à la téquila, birra aromatizzata alla tequila"
plats_a_la_carta_C2192,Plats a la carta. Begudes,"cervesa negra, Schwarzbier, stout, cerveza negra, bière brune, birra scura"
plats_a_la_carta_C2193,Plats a la carta. Begudes,"cervesa negra sense alcohol, alkoholfreies Schwarzbier, non alcoholic stout, cerveza negra sin alcohol, bière brune sans alcool, birra scura analcolica"
plats_a_la_carta_C2194,Plats a la carta. Begudes,"cervesa rossa, helles Bier, lager, cerveza rubia, bière blonde, birra chiara"
plats_a_la_carta_C2195,Plats a la carta. Begudes,"cervesa sense alcohol, alkoholfreies Bier, non alcoholic beer, cerveza sin alcohol, bière sans alcool, birra analcolica"
plats_a_la_carta_C2196,Plats a la carta. Carn,"Chateaubriand, Chateaubriand, Chateaubriand, Chateaubriand, Chateaubriand, Chateaubriand"
plats_a_la_carta_C2197,Plats a la carta. Carn,"Chateaubriand a la caçadora, Chateaubriand auf Jägerart, Chateaubriand chasseur, Chateaubriand a la cazadora, Chateaubriand chasseur, Chateaubriand alla cacciatora"
plats_a_la_carta_C2198,Plats a la carta. Carn,"Chateaubriand a la graella amb salsa de menta, Chateaubriand vom Rost mit Minzsauce, grilled Chateaubriand with mint sauce, Chateaubriand a la parrilla con salsa de menta, Chateaubriand grillé à la sauce à la menthe, Chateaubriand alla griglia con salsa alla menta"
plats_a_la_carta_C2199,Plats a la carta. Formatges,"cheddar, Cheddar, Cheddar, cheddar, cheddar, cheddar"
plats_a_la_carta_C22,"Plats a la carta. Verdures, hortalisses i llegums","albergínies farcides de carn gratinades, gratinierte Auberginen mit Fleischfüllung, meat-stuffed aubergines au gratin, berenjenas rellenas de carne gratinadas, aubergines farcies à la viande gratinées, melanzane farcite di carne gratinate"
plats_a_la_carta_C220,Plats a la carta. Entrants i amanides,"amanida de cogombres i tonyina, Gurkensalat mit Thunfisch, cucumber and tuna salad, ensalada de pepinos y atún, salade de concombres et de thon, insalata di cetrioli e tonno"
plats_a_la_carta_C2200,Plats a la carta. Formatges,"cheshire, Cheshire, Cheshire, cheshire, chester, cheshire"
plats_a_la_carta_C2201,"Plats a la carta. Pa amb tomàquet, entrepans i sandvitxos","choripán (entrepà de xoriço típic de la gastronomia d'alguns països sud-americans), Choripán (typisch südamerikanisches Chorizobrötchen), choripán (chorizo sandwich typical of some South American countries), choripán (bocadillo de chorizo típico de la gastronomía de algunos países suramericanos), choripán (sandwich de chorizo typique de quelques pays sud-américains), choripán (panino imbottito con chorizo tipico della gastronomia di alcuni paesi sudamericani)"
plats_a_la_carta_C2202,Plats a la carta. Cafès,"cigaló, Espresso mit Schuß, espresso coffee laced with brandy or liqueur, carajillo, café arrosé, caffè corretto"
plats_a_la_carta_C2203,Plats a la carta. Cafès,"cigaló d'anís, Espresso mit einem Schuss Anis, espresso coffee laced with anisette, carajillo de anís, café arrosé au anis, caffè corretto all'anice"
plats_a_la_carta_C2204,Plats a la carta. Cafès,"cigaló de brandi, Espresso mit einem Schuss Brandy, espresso coffee laced with brandy, carajillo de brandy, café arrosé au brandy, caffè corretto al brandy"
plats_a_la_carta_C2205,Plats a la carta. Cafès,"cigaló de crema de whisky, Espresso mit einem Schuss Whisky-Cremelikör, espresso coffee laced with whisky cream, carajillo de crema de whisky, café arrosé à la crème de whisky, caffè corretto alla crema di whisky"
plats_a_la_carta_C2206,Plats a la carta. Cafès,"cigaló de rom, Espresso mit einem Schuss Rum, espresso coffee laced with rum, carajillo de ron, café arrosé au rhum, caffè corretto al rum"
plats_a_la_carta_C2207,Plats a la carta. Cafès,"cigaló de whisky, Espresso mit einem Schuss Whisky, espresso coffee laced with whisky, carajillo de whisky, café arrosé au whisky, caffè corretto al whisky"
plats_a_la_carta_C2208,Plats a la carta. Cafès,"cigaló súper, Espresso mit einem Superschuss Schnaps oder Likör, super espresso coffee laced with brandy or liqueur, carajillo súper, café arrosé super, caffè corretto super"
plats_a_la_carta_C2209,"Plats a la carta. Verdures, hortalisses i llegums","cigronets del país amb morro de porc ibèric, Kichererbseneintopf mit iberischem Schweinemaul, chickpeas with Iberian pig's snout, garbanzos del país con morro de cerdo ibérico, pois chiches du pays au museau de porc ibérique, ceci del paese con muso di maiale iberico"
plats_a_la_carta_C221,Plats a la carta. Entrants i amanides,"amanida de cogombres, tomaca, anxoves, olives i ceba, Salat mit Gurken, Tomaten, Anchovis, Oliven und Zwiebel, cucumber, tomato, anchovy, olive and onion salad, ensalada de pepinos, tomate, anchoas, aceitunas y cebolla, salade de concombres, tomate, anchois, olives et oignon, insalata di cetrioli, pomodori, acciughe, olive e cipolla"
plats_a_la_carta_C2210,"Plats a la carta. Verdures, hortalisses i llegums","cigrons a la manera de La Rioja, Kichererbsen auf Riojaner Art, chickpeas Rioja style, garbanzos a la riojana, pois chiches à la riojana, ceci alla riojana"
plats_a_la_carta_C2211,"Plats a la carta. Verdures, hortalisses i llegums","cigrons amanits, Kichererbsensalat, dressed chickpeas, garbanzos aliñados, pois chiches assaisonnés, ceci in insalata"
plats_a_la_carta_C2212,"Plats a la carta. Verdures, hortalisses i llegums","cigrons amb bolets, Kichererbsen mit Pilzen, chickpeas with mushrooms, garbanzos con setas, pois chiches aux champignons, ceci ai funghi"
plats_a_la_carta_C2213,"Plats a la carta. Verdures, hortalisses i llegums","cigrons amb cansalada, Kichererbsen mit Speck, chickpeas with bacon, garbanzos con tocino, pois chiches au lard, ceci con lardo"
plats_a_la_carta_C2214,"Plats a la carta. Verdures, hortalisses i llegums","cigrons amb capipota (guisat fet de les parts grasses del cap i els peus del bou, la vedella o el porc), Kichererbsen mit Capipota (Eintopf mit Kopf und Füßen vom Rind, Kalb oder Schwein), chickpeas with capipota (Catalan stew made with parts of head and trotters of cow, calf or pig), garbanzos con capipota (guisado de las partes grasas de la cabeza y las patas del buey, la ternera o el cerdo), pois chiches au capipota (ragoût de tête et de pieds de boeuf, veau ou porc), ceci con capipota (stufato con testa e piedi di manzo, vitello o maiale)"
plats_a_la_carta_C2215,"Plats a la carta. Verdures, hortalisses i llegums","cigrons amb cols i fredolics, Kichererbsen mit Kohl und Pilzen, chickpeas with cabbages and wild mushrooms, garbanzos con coles y negrillas, pois chiches aux choux et aux petits gris, ceci con cavoli e funghi"
plats_a_la_carta_C2216,"Plats a la carta. Verdures, hortalisses i llegums","cigrons amb espinacs, Kichererbsen mit Spinat, chickpeas with spinach, garbanzos con espinacas, pois chiches aux épinards, ceci e spinaci"
plats_a_la_carta_C2217,Plats a la carta. Tapes,"cigrons amb galtes de porc, Kichererbsen mit Schweinebacken, chickpeas with pork cheek, garbanzos con carrillada de cerdo, pois chiches aux joues de porc, ceci con guance di maiale"
plats_a_la_carta_C2218,Plats a la carta. Entrants i amanides,"cigrons amb llagostins, Kichererbsen mit Garnelen, chickpeas with prawns, garbanzos con langostinos, pois chiches aux crevettes, ceci con mazzancolle"
plats_a_la_carta_C2219,"Plats a la carta. Verdures, hortalisses i llegums","cigrons estofats, Kichererbseneintopf, stewed chickpeas, garbanzos estofados, pois chiches à l'étouffée, ceci stufati"
plats_a_la_carta_C222,Plats a la carta. Entrants i amanides,"amanida de col llombarda, Rotkohlsalat, red cabbage salad, ensalada de col lombarda, salade de chou rouge, insalata di cavolo rosso"
plats_a_la_carta_C2220,"Plats a la carta. Verdures, hortalisses i llegums","cigrons estofats a la madrilenya, Kichererbseneintopf auf Madrider Art, Madrid style stewed chickpeas, garbanzos estofados a la madrileña, estouffade de pois chiches à la madrilène, ceci stufati alla madrilena"
plats_a_la_carta_C2221,Plats a la carta. Entrants i amanides,"cigrons estofats al moment amb bolets de temporada i botifarra de perol, frisch zubereiteter Kichererbseneintopf mit Pilzen der Saison und katalanischer Wurst, chickpeas stewed on the spot with seasonal mushrooms and Catalan sausage, garbanzos estofados al momento con setas de temporada y butifarra de perol, estouffade de pois chiches minute aux champignons de saison et à la saucisse catalane, ceci stufati sul momento con funghi di stagione e salsiccia catalana"
plats_a_la_carta_C2222,Plats a la carta. Entrants i amanides,"cigrons estofats amb gambes, Kichererbseneintopf mit Garnelen, stewed chickpeas with prawns, garbanzos estofados con gambas, estouffade de pois chiches aux crevettes roses, ceci stufati ai gamberi"
plats_a_la_carta_C2223,"Plats a la carta. Verdures, hortalisses i llegums","cigrons estofats amb tripa, Kichererbseneintopf mit Innereien, stewed chickpeas with tripe, garbanzos estofados con callos, estouffade de pois chiches aux tripes, ceci stufati con la trippa"
plats_a_la_carta_C2224,"Plats a la carta. Verdures, hortalisses i llegums","cigrons guisats, geschmorte Kichererbsen, stewed chickpeas, garbanzos guisados, pois chiches cuisinés, ceci in umido"
plats_a_la_carta_C2225,"Plats a la carta. Verdures, hortalisses i llegums","cigrons saltats amb all, julivert i pernil, sautierte Kichererbsen mit Knoblauch, Petersilie und Schinken, sautéed chickpeas with garlic, parsley and cured ham, garbanzos salteados con ajo, perejil y jamón, pois chiches sautés à l'ail, au persil et au jambon, ceci saltati con aglio, prezzemolo e prosciutto"
plats_a_la_carta_C2226,Plats a la carta. Entrants i amanides,"cigrons saltats amb escamarlans i porros amb reducció de marisc, sautierte Kichererbsen mit Kaisergranat und Lauch mit Meeresfrüchtereduktion, sautéed chickpeas with Norway lobsters and leeks with a reduction of shellfish, garbanzos salteados con cigalas y puerros con reducción de marisco, pois chiches sautés avec langoustines et poireaux à la réduction de fruits de mer, ceci saltati con scampi e porri con riduzione di frutti di mare"
plats_a_la_carta_C2227,Plats a la carta. Postres,"cim de prunes amb gelat, Pflaumengipfel mit Eis, prunes summit with ice cream, cumbre de ciruelas con helado, sommet de prunes à la glace, cima di prugne con gelato"
plats_a_la_carta_C2228,Plats a la carta. Pasta,"cintes a la bolonyesa, Bandnudeln Bolognese, fettuccine Bolognese, cintas a la boloñesa, fettuccine à la bolognaise, fettuccine alla bolognese"
plats_a_la_carta_C2229,Plats a la carta. Pasta,"cintes amb alls tendres, alfàbrega i daus de tonyina fresca, Fettuccine mit jungem Knoblauch, Basilikum und frischen Thunfischwürfeln, fettuccine with garlic shoots, basil and fresh tuna cubes, cintas con ajos tiernos, albahaca y tacos de atún fresco, fettuccine à l'ail frais, au basilic et aux dés de thon frais, fettuccine con agli freschi, basilico e dadolata di tonno fresco"
plats_a_la_carta_C223,Plats a la carta. Entrants i amanides,"amanida de colors, bunter Salat, colours salad, ensalada de colores, salade de coleurs, insalata di colori"
plats_a_la_carta_C2230,Plats a la carta. Pasta,"cintes amb crema de xampinyons, Bandnudeln mit Champignoncreme, fettuccine with button mushrooms cream, cintas con crema de champiñones, fettuccine à la velouté de champignons de Paris, fettuccine con vellutata di funghi"
plats_a_la_carta_C2231,Plats a la carta. Pasta,"cintes saltades amb crema de bolets, sautierte Bandnudeln mit Pilzcreme, sautéed fettuccine with cream of mushroom soup, cintas salteadas con crema de setas, fettuccine sautés à la crème aux champignons, fettuccine saltate con vellutata di funghi"
plats_a_la_carta_C2232,Plats a la carta. Pasta,"cintes saltades amb gambes, bolets i carbassó amb pesto, sautierte Bandnudeln mit Garnelen, Pilzen und Zucchini mit Pesto, fettuccine sautéed with shrimps, mushrooms and courgette with pesto, cintas salteadas con gambas, setas y calabacín al pesto, fettuccine sautés aux crevettes roses, aux champignons et à la courgette au pesto, fettuccine saltate con gamberi, funghi e zucchina con pesto"
plats_a_la_carta_C2233,Plats a la carta. Fruita,"cireres, Kirschen, cherries, cerezas, cerises, ciliegie"
plats_a_la_carta_C2234,Plats a la carta. Postres,"cireres amb formatge, Kirschen mit Käse, cherries with cheese, cerezas con queso, cerises au fromage, ciliegie con formaggio"
plats_a_la_carta_C2235,Plats a la carta. Entrants i amanides,"cistella tèbia de pasta de full amb formatge de cabra i espinacs, lauwarmes Blätterteigkörbchen mit Ziegenkäse und Spinat, warm puff pastry basket with goat cheese and spinach, cesta tíbia de hojaldre con queso de cabra y espinacas, panier tiède de feuilleté au fromage de chèvre et aux épinards, cestello tiepido di pasta sfoglia con formaggio di capra e spinaci"
plats_a_la_carta_C2236,Plats a la carta. Pasta,"cistellets de pasta fresca farcits de formatge i pera, frische Pastatäschchen mit Käse-Birnenfüllung, fresh pasta mini baskets stuffed with cheese and pear, cestitos de pasta fresca rellenos de queso y pera, petits paniers de pâtes fraîches farcis au fromage et à la poire, piccoli cestelli di pasta fresca farciti di formaggio e pera"
plats_a_la_carta_C2237,Plats a la carta. Carn,"civet, Civet, civet, civet, civet, civet"
plats_a_la_carta_C2238,Plats a la carta. Carn,"civet d'isard, Gemsenragout, jugged chamois, civet de rebeco, civet d'isard, civet di camoscio"
plats_a_la_carta_C2239,Plats a la carta. Carn,"civet de cabirol, Rehragout, jugged roe deer, civet de corzo, civet de chevreuil, civet di capriolo"
plats_a_la_carta_C224,Plats a la carta. Entrants i amanides,"amanida de confit d'ànec i festucs amb vinagreta de fruites vermelles, Salat mit eingemachtem Entenfleisch und Pistazien mit Beerenvinaigrette, duck confit and pistachios salad with red berry vinaigrette, ensalada de confit de pato y pistachos con vinagreta de frutos rojos, salade de confit de canard et de pistaches à la vinaigrette de fruits rouges, insalata di confit d'anatra e pistacchi con vinaigrette ai frutti rossi"
plats_a_la_carta_C2240,Plats a la carta. Carn,"civet de cabirol amb cebetes i confitura, Rehragout mit Zwiebeln und Konfitüre, jugged roe deer with baby onions and jam, civet de corzo con cebollitas y confitura, civet de chevreuil aux petits oignons et à la confiture, civet di capriolo con cipolline e confettura"
plats_a_la_carta_C2241,Plats a la carta. Carn,"civet de cérvol, Hirschragout, jugged deer, civet de ciervo, civet de biche, civet di cervo"
plats_a_la_carta_C2242,Plats a la carta. Carn,"civet de conill, Kaninchenragout, jugged rabbit, civet de conejo, civet de lapin, civet di coniglio"
plats_a_la_carta_C2243,Plats a la carta. Carn,"civet de cua de bou desossada, Ochsenschwanzragout ohne Knochen, jugged boneless oxtail, civet de rabo de buey deshuesado, civet de queue de boeuf sans os, civet di coda di bue disossata"
plats_a_la_carta_C2244,Plats a la carta. Carn,"civet de llebre, Hasenragout, jugged hare, civet de liebre, civet de lièvre, civet di lepre"
plats_a_la_carta_C2245,Plats a la carta. Carn,"civet de porc senglar, Wildschweinragout, jugged wild boar, civet de jabalí, civet de sanglier, civet di cinghiale"
plats_a_la_carta_C2246,Plats a la carta. Begudes,"clara, Radler, shandy, clara, panaché, panaché"
plats_a_la_carta_C2247,Plats a la carta. Tapes,"cloïsses, Venusmuscheln, clams, almejas, palourdes, vongole"
plats_a_la_carta_C2248,Plats a la carta. Peix i marisc,"cloïsses a la marinera, Venusmuscheln nach Seemannsart, clams à la marinière, almejas a la marinera, palourdes à la marinière, vongole alla marinara"
plats_a_la_carta_C2249,Plats a la carta. Entrants i amanides,"cloïsses a la marinera amb carxofes, Venusmuscheln nach Seemannsart mit Artischocken, clams à la marinière with artichokes, almejas a la marinera con alcachofas, palourdes à la marinière aux artichauts, vongole alla marinara con carciofi"
plats_a_la_carta_C225,Plats a la carta. Entrants i amanides,"amanida de confit d'ànec i pernil de gla, Salat mit eingemachtem Entenfleisch und Eichelschinken, salad of duck confit and acorn-fed Iberian ham, ensalada de confit de pato y jamón de bellota, salade de confit de canard et de jambon ibérique de gland, insalata di confit d'anatra e prosciutto iberico di ghianda"
plats_a_la_carta_C2250,Plats a la carta. Peix i marisc,"cloïsses a la planxa, Venusmuscheln vom Blech, grilled clams, almejas a la plancha, palourdes grillées, vongole alla piastra"
plats_a_la_carta_C2251,Plats a la carta. Peix i marisc,"cloïsses al natural, frische Venusmuscheln, uncooked clams, almejas al natural, palourdes nature, vongole al naturale"
plats_a_la_carta_C2252,Plats a la carta. Peix i marisc,"cloïsses al vapor, gedünstete Venusmuscheln, steamed clams, almejas al vapor, palourdes à la vapeur, vongole al vapore"
plats_a_la_carta_C2253,Plats a la carta. Entrants i amanides,"cloïsses amb alfàbrega, Venusmuscheln mit Basilikum, clams with basil, almejas con albahaca, palourdes au basilic, vongole con basilico"
plats_a_la_carta_C2254,Plats a la carta. Entrants i amanides,"cloïsses amb all i julivert, Venusmuscheln mit Knoblauch und Petersilie, clams with garlic and parsley, almejas con ajo y perejil, palourdes à la persillade, vongole con aglio e prezzemolo"
plats_a_la_carta_C2255,Plats a la carta. Entrants i amanides,"cloïsses amb salsa verda, Venusmuscheln in grüner Sauce, clams in green sauce, almejas con salsa verde, palourdes à la sauce verte, vongole con salsa verde"
plats_a_la_carta_C2256,Plats a la carta. Tapes,"cloïsses amb vi blanc, Venusmuscheln in Weißwein, clams in white wine, almejas al vino blanco, palourdes au vin blanc, vongole al vino bianco"
plats_a_la_carta_C2257,Plats a la carta. Peix i marisc,"cloïsses amb vi blanc, all i julivert, Venusmuscheln mit Weißwein, Knoblauch und Petersilie, clams in white wine with garlic and parsley, almejas al vino blanco con ajo y perejil, palourdes au vin blanc et à la persillade, vongole al vino bianco, aglio e prezzemolo"
plats_a_la_carta_C2258,Plats a la carta. Peix i marisc,"cloïsses de Carril a la planxa, Venusmuscheln aus Carril vom Blech, grilled clams from Carril, almejas de Carril a la plancha, palourdes de Carril grillées, vongole di Carril alla piastra"
plats_a_la_carta_C2259,Plats a la carta. Entrants i amanides,"cloïsses de les ries gallegues, Venusmuscheln von der galizischen Küste, clams from the Galician coasts, almejas de las rías gallegas, palourdes des côtes galiciennes, vongole delle coste galiziane"
plats_a_la_carta_C226,Plats a la carta. Entrants i amanides,"amanida de conill amb romesco, Salat mit Kaninchen mit Romesco (katalanische Sauce aus Nüssen, rottem Paprika, Tomaten und Knoblauch), rabbit salad with romesco (Catalan nut, red pepper, tomato, and garlic sauce), ensalada de conejo con romesco (salsa catalana de frutos secos, pimiento rojo, tomate y ajo), salade de lapin au romesco (sauce catalane à base de fruits secs, poivron rouge, tomate et ail), insalata di coniglio con romesco (salsa catalana a base di frutta secca, peperoncino rosso, pomodoro e aglio)"
plats_a_la_carta_C2260,Plats a la carta. Peix i marisc,"cloïsses farcides, gefüllte Venusmuscheln, stuffed clams, almejas rellenas, palourdes farcies, vongole farcite"
plats_a_la_carta_C2261,Plats a la carta. Tapes,"cloïsses fresques a la marinera, frische Venusmuscheln nach Seemannsart, fresh clams à la marinière, almejas frescas a la marinera, palourdes fraiches à la marinière, vongole fresche alla marinara"
plats_a_la_carta_C2262,Plats a la carta. Peix i marisc,"cloïsses vives, lebendige Venusmuscheln, live clams, almejas vivas, palourdes crues, vongole vive"
plats_a_la_carta_C2263,Plats a la carta. Peix i marisc,"cloïsses vives amb llimona, lebendige Venusmuscheln mit Zitrone, live clams with lemon, almejas vivas con limón, palourdes crues au citron, vongole crude al limone"
plats_a_la_carta_C2264,Plats a la carta. Peix i marisc,"cloïsses vives gallegues d'Arcade (6 unitats), lebendige galizische Jakobsmuscheln aus Arcade (6 Stück), live Galician clams from Arcade (6 units), almejas vivas gallegas de Arcade (6 unidades), palourdes crues galiciennes d'Arcade (6 unités), vongole crude galiziane di Arcade (6 pezzi)"
plats_a_la_carta_C2265,Plats a la carta. Entrants i amanides,"closca de cabra de mar gratinada, gratinierte Seespinne, spider crab au gratin, served in its shell, concha de centollo gratinada, coquille d'araignée de mer gratinée, conchiglia di grancevola gratinata"
plats_a_la_carta_C2266,Plats a la carta. Entrants i amanides,"coca amb confitura de tomàquet, ceba caramel·litzada i formatge de cabra, Teigfladen mit Tomatenmarmelade, karamellisierter Zwiebel und Ziegenkäse, pie with tomato jam, caramelized onion and goat cheese, coca con confitura de tomate, cebolla caramelizada y queso de cabra, tourte à la confiture de tomate, à l'oignon caramélisé et au fromage de chèvre, focaccia con confettura di pomodori, cipolla caramellata e formaggio di capra"
plats_a_la_carta_C2267,Plats a la carta. Entrants i amanides,"coca amb romesco, escarola, ceba tendra i sardines salades a casa, Teigfladen mit Romesco, Endiviensalat, jungen Zwiebeln und hausgemachten Salzsardinen (katalanische Sauce aus Nüssen, rottem Paprika, Tomaten und Knoblauch), pie with romesco, escarole, spring onion and handmade salted sardines (Catalan nut, red pepper, tomato, and garlic sauce), coca con romesco, escarola, cebolleta y sardinas saladas en casa (salsa catalana de frutos secos, pimiento rojo, tomate y ajo), tourte au romesco, à la scarole, à la ciboulette et aux sardines salées maison (sauce catalane à base de fruits secs, poivron rouge, tomate et ail), focaccia con romesco, scarola, cipolla novelle e sardine salate a casa (salsa catalana a base di frutta secca, peperoncino rosso, pomodoro e aglio)"
plats_a_la_carta_C2268,Plats a la carta. Carn,"coca d'ànec i taronja sanguina, Teigfladen mit Ente und Blutorangen, duck and blood orange pie, coca de pato y naranja sanguina, tourte de canard et d'orange sanguine, focaccia d'anatra e arancia sanguigna"
plats_a_la_carta_C2269,Plats a la carta. Entrants i amanides,"coca d'anxoves amb verduretes, Teigfladen mit Anchovis und Gemüse, anchovies and tiny vegetables pie, coca de anchoas con verduritas, tourte d'anchois et de légumes, focaccia d'acciughe con verdurine"
plats_a_la_carta_C227,Plats a la carta. Entrants i amanides,"amanida de contrastos amb oli de tòfona, Salat der Kontraste mit Trüffelöl, contrasts salad with truffle oil, ensalada de contrastes con aceite de trufa, salade de contrastes à l'huile de truffe, insalata di contrasti con olio al tartufo"
plats_a_la_carta_C2270,Plats a la carta. Entrants i amanides,"coca d'anxoves de l'Escala, Teigfladen mit Anchovis aus L'Escala, anchovies from L'Escala pie, coca de anchoas de L'Escala, tourte d'anchois de L'Escala, focaccia d'acciughe di L'Escala"
plats_a_la_carta_C2271,"Plats a la carta. Pa amb tomàquet, entrepans i sandvitxos","coca d'anxoves del mar Cantàbric, Teigfladen mit Anchovis aus dem Kantabrischen Meer, anchovies from the Bay of Biscay pie, coca de anchoas del mar Cantábrico, tourte d'anchois de la mer Cantabrique, focaccia d'acciughe del mar Cantabrico"
plats_a_la_carta_C2272,Plats a la carta. Entrants i amanides,"coca d'escalivada amb anxoves, Coca d'escalivada mit Anchovis (Teigfladen mit geröstetem Gemüse), coca d'escalivada with anchovies (roast vegetables pie), coca d'escalivada con anchoas<b> </b>, coca d'escalivada aux anchois (tourte de légumes rôtis), focaccia d'escalivada con acciughe (ortaggi arrostiti)"
plats_a_la_carta_C2273,Plats a la carta. Entrants i amanides,"coca d'escalivada amb anxoves i botifarra negra, Coca d'escalivada mit Anchovis und Blutwurst (Teigfladen mit geröstetem Gemüse), coca d'escalivada with anchovies and blood sausage (roast vegetables pie), coca d'escalivada con anchoas y butifarra negra, coca d'escalivada aux anchois et au boudin noir (tourte de légumes rôtis), focaccia d'escalivada con acciughe e sanguinaccio (ortaggi arrostiti)"
plats_a_la_carta_C2274,Plats a la carta. Entrants i amanides,"coca d'escalivada amb anxoves i ventresca de tonyina, Coca d'escalivada mit Anchovis und Bauchfleisch vom Thunfisch (Teigfladen mit geröstetem Gemüse), coca d'escalivada with anchovies and tuna belly (roast vegetables pie), coca d'escalivada con anchoas y ventresca de atún, coca d'escalivada aux anchois et à la ventrèche de thon (tourte de légumes rôtis), focaccia d'escalivada con acciughe e ventresca di tonno (ortaggi arrostiti)"
plats_a_la_carta_C2275,Plats a la carta. Entrants i amanides,"coca d'escalivada amb foie-gras semicuit, Coca d'escalivada mit halb durchgebratenem Foie Gras (Teigfladen mit geröstetem Gemüse), coca d'escalivada with foie gras micuit (roast vegetables pie), coca d'escalivada<b> </b>con foie gras micuit, coca d'escalivada au foie gras micuit (tourte de légumes<b> </b>rôtis), focaccia d'escalivada con foie gras micuit (ortaggi arrostiti)"
plats_a_la_carta_C2276,"Plats a la carta. Verdures, hortalisses i llegums","coca d'escalivada amb formatge de cabra, Coca d'escalivada mit Ziegenkäse (Teigfladen mit geröstetem Gemüse), coca d'escalivada with goat cheese (roast vegetables pie), coca d'escalivada con queso de cabra, coca d'escalivada au fromage de chèvre (tourte de légumes rôtis), coca d'escalivada e formaggio di capra (focaccia con ortaggi arrostiti)"
